Setup,Movecount,Solution
R Dw' R B' D F',6,
R Dw' R B' D BRw,6,
R Dw' R B' D' BL',6,
R Dw' R B' D' BR,6,
R Dw' R Dw' D' BL,6,
R Dw' R D BRw' B',6,
R Dw' R D BRw' Dw',6,
R Dw' R D' BRw' F',6,
R Dw' R D' BRw' B,6,
R Dw' R D' BRw' B',6,
R Dw' R D' BRw' Dw',6,
R Dw' R D' BRw' D',6,
R Dw' R D' B BRw,6,
R Dw' R' F' R BRw',6,
R Dw' R' F' R' BRw,6,
R Dw' R' F' BRw' B,6,
R Dw' R' F' B BRw',6,
R Dw' R' BRw R B',6,
R Dw' R' BRw R D,6,
R Dw' R' BRw BL' D,6,
R Dw' R' BRw D BR,6,
R Dw' R' BRw D' BRw',6,
R Dw' R' BRw D' BL',6,
R Dw' R' BRw' F' R',6,
R Dw' R' BRw' B BL',6,
R Dw' R' BRw' B' D',6,
R Dw' R' BRw' D R',6,
R Dw' R' B BL' BRw',6,
R Dw' R' B' R' BRw',6,
R Dw' R' B' Dw' BRw',6,
R Dw' R' BR D' BRw,6,
R Dw' R' D BRw BL,6,
R Dw' R' D BRw BL',6,
R Dw' R' D BRw' B,6,
R Dw' R' D BRw' B',6,
R Dw' R' D BRw' Dw',6,
R Dw' R' D B BRw,6,
R Dw' R' D B BL,6,
R Dw' R' D B BR,6,
R Dw' R' D B Dw',6,
R Dw' BRw R BL D,6,
R Dw' BRw R B BL,6,
R Dw' BRw R B' D,6,
R Dw' BRw R B' D',6,
R Dw' BRw R D F',6,
R Dw' BRw R D B,6,
R Dw' BRw R D B',6,
R Dw' BRw R D BR,6,
R Dw' BRw R D BR',6,
R Dw' BRw R D' B,6,
R Dw' BRw R' D BR',6,
R Dw' BRw B BL' D',6,
R Dw' BRw B' R B,6,
R Dw' BRw B' R D,6,
R Dw' BRw B' R D',6,
R Dw' BRw B' D BRw',6,
R Dw' BRw B' D' BRw,6,
R Dw' BRw D' BRw R,6,
R Dw' BRw D' BRw' B',6,
R Dw' B R D' BRw',6,
R Dw' B BRw F D,6,
R Dw' B D F BRw,6,
R Dw' B' R F' BRw',6,
R Dw' B' R BRw' R,6,
R Dw' B' R B D,6,
R Dw' B' R B D',6,
R Dw' B' R BR D',6,
R Dw' B' R BR' Dw',6,
R Dw' B' R BR' D',6,
R Dw' B' R Dw' D',6,
R Dw' B' R D F',6,
R Dw' B' R D' F',6,
R Dw' B' R D' BRw,6,
R Dw' B' R D' BRw',6,
R Dw' B' R D' BL,6,
R Dw' B' R D' BL',6,
R Dw' B' R D' B,6,
R Dw' B' R' BRw D',6,
R Dw' B' R' BRw' Dw',6,
R Dw' B' R' Dw D,6,
R Dw' B' R' D F',6,
R Dw' B' R' D BRw,6,
R Dw' B' R' D BRw',6,
R Dw' B' R' D BR',6,
R Dw' B' BRw B' D,6,
R Dw' B' BRw D' R,6,
R Dw' B' Dw B D',6,
R Dw' B' Dw B' D,6,
R Dw' B' Dw' BRw' B,6,
R Dw' B' Dw' BRw' B',6,
R Dw' B' Dw' BRw' Dw',6,
R Dw' B' Dw' D BRw,6,
R Dw' B' Dw' D BRw',6,
R Dw' B' Dw' D BL,6,
R Dw' B' Dw' D' BRw,6,
R Dw' B' D R B,6,
R Dw' B' D R D',6,
R Dw' B' D R' BRw',6,
R Dw' B' D R' B,6,
R Dw' B' D R' B',6,
R Dw' B' D R' BR,6,
R Dw' B' D BRw' D,6,
R Dw' B' D' R F,6,
R Dw' B' D' R F',6,
R Dw' B' D' R BRw',6,
R Dw' B' D' R BL',6,
R Dw' B' D' R B,6,
R Dw' B' D' R Dw',6,
R Dw' B' D' R D,6,
R Dw' B' D' R D',6,
R Dw' B' D' F D,6,
R Dw' D F' BRw R,6,
R Dw' D F' BRw F,6,
R Dw' D F' BRw Dw',6,
R Dw' D F' BRw D,6,
R Dw' D F' BRw' R,6,
R Dw' D BRw R F,6,
R Dw' D BRw R F',6,
R Dw' D BRw R B',6,
R Dw' D BRw R' BRw,6,
R Dw' D BRw' R B',6,
R Dw' D BRw' B BRw',6,
R Dw' D BRw' B BL,6,
R Dw' D BRw' Dw' B',6,
R Dw' D' F' BRw F',6,
R Dw' D' F' BRw BL,6,
R Dw' D' F' BRw B',6,
R Dw' D' F' BRw Dw,6,
R Dw' D' F' BRw Dw',6,
R Dw' D' F' BRw' BL,6,
R Dw' D' F' BRw' BL',6,
R Dw' D' F' BRw' B',6,
R Dw' D' F' BRw' D,6,
R Dw' D' BRw R BL,6,
R Dw' D' BRw R BL',6,
R Dw' D' BRw R B',6,
R Dw' D' BRw R' F,6,
R Dw' D' BRw BL' Dw',6,
R Dw' D' BRw B' R,6,
R Dw' D' BRw B' BR',6,
R Dw' D' BRw' B' R',6,
R Dw' D' BL B' R,6,
R Dw' D' BL' B R,6,
R Dw' D' B R BL,6,
R Dw' D' B R BL',6,
R Dw' D' B R Dw',6,
R Dw' D' B R D',6,
R Dw' D' B R' BL,6,
R Dw' D' B BRw R,6,
R Dw' D' B' R F',6,
R Dw' D' B' R B,6,
R Dw' D' B' R B',6,
R Dw' D' B' R' B',6,
R D R BL B D,6,
R D R BL B D',6,
R D R BL D B',6,
R D R BL D' F',6,
R D R B D R,6,
R D R B D F,6,
R D R B D BL,6,
R D R B D BL',6,
R D R B D B',6,
R D R B D' R,6,
R D R B D' R',6,
R D R B D' F,6,
R D R B D' F',6,
R D R B D' BL,6,
R D R D BRw' Dw,6,
R D R D BRw' Dw',6,
R D R D B BL,6,
R D R D B Dw,6,
R D R D B' BR',6,
R D R D B' Dw,6,
R D R D' R B',6,
R D R D' F B,6,
R D R D' BL' B,6,
R D R D' B BL,6,
R D R D' B BL',6,
R D R D' B' BR',6,
R D R D' B' Dw',6,
R D R' BRw R BL,6,
R D R' BRw R' BR,6,
R D R' BRw R' BR',6,
R D R' BRw F' Dw',6,
R D R' BRw BL B,6,
R D R' BRw BL B',6,
R D R' BRw BL' BRw,6,
R D R' BRw Dw' R',6,
R D R' BRw D' B,6,
R D R' BRw' R F',6,
R D R' BRw' R D,6,
R D R' BRw' F B,6,
R D R' BRw' F B',6,
R D R' BRw' F' R,6,
R D R' BRw' F' BRw',6,
R D R' BRw' F' B,6,
R D R' BRw' F' B',6,
R D R' BRw' F' Dw,6,
R D R' BRw' B Dw,6,
R D R' BRw' B Dw',6,
R D R' BRw' B' Dw',6,
R D R' BRw' Dw B,6,
R D R' BL BRw' Dw,6,
R D R' B D F,6,
R D BRw' R BRw Dw,6,
R D BRw' R BR Dw,6,
R D BRw' R' BRw BL,6,
R D BRw' R' B Dw,6,
R D BRw' R' BR Dw',6,
R D BRw' R' Dw B',6,
R D BRw' R' Dw' R',6,
R D BRw' R' Dw' B,6,
R D BRw' R' Dw' D',6,
R D BRw' R' D BL',6,
R D BRw' F B' Dw',6,
R D BRw' F' R' BR,6,
R D BRw' F' R' BR',6,
R D BRw' F' R' D,6,
R D BRw' F' B BR',6,
R D BRw' F' BR' D,6,
R D BRw' B BR' R',6,
R D BRw' B BR' Dw',6,
R D BRw' B BR' D,6,
R D BRw' B' BR' R,6,
R D BRw' B' BR' R',6,
R D BRw' BR B R,6,
R D BRw' BR B BR',6,
R D BRw' BR Dw BRw',6,
R D BRw' BR' R B',6,
R D BRw' BR' R' D,6,
R D BRw' BR' B R,6,
R D BRw' BR' B BRw,6,
R D BRw' BR' B D,6,
R D BRw' BR' B' BRw,6,
R D BRw' BR' B' BRw',6,
R D BRw' BR' B' Dw,6,
R D BRw' BR' D BL,6,
R D BRw' BR' D BL',6,
R D BRw' BR' D B,6,
R D BRw' BR' D B',6,
R D BRw' BR' D' B,6,
R D BRw' BR' D' B',6,
R D BRw' Dw B R',6,
R D BRw' Dw B BR',6,
R D BRw' Dw B' BL,6,
R D BRw' Dw B' BR,6,
R D BRw' Dw B' Dw,6,
R D BRw' Dw' BRw' F',6,
R D BRw' Dw' BRw' BL,6,
R D BRw' Dw' BRw' BL',6,
R D BRw' Dw' BRw' B',6,
R D BRw' Dw' B' BRw',6,
R D BRw' Dw' D' BL',6,
R D BRw' D' F' B,6,
R D BRw' D' F' D,6,
R D BRw' D' BRw' BL',6,
R D BRw' D' BRw' B',6,
R D BRw' D' B BRw,6,
R D BL BRw BL' D',6,
R D BL BRw B' BRw,6,
R D BL BRw B' BRw',6,
R D BL BRw BR R,6,
R D BL BRw Dw' D,6,
R D BL BRw D F,6,
R D BL BRw D BRw,6,
R D BL BRw D BRw',6,
R D BL BRw D BL',6,
R D BL BRw D B,6,
R D BL BRw D B',6,
R D BL BRw' R' BR',6,
R D BL BRw' B' R,6,
R D BL BRw' B' R',6,
R D BL BRw' BR' R',6,
R D BL BRw' BR' B,6,
R D BL B R B,6,
R D BL B R' Dw',6,
R D BL B BRw B,6,
R D BL B BR' Dw',6,
R D BL B Dw B',6,
R D BL B' R D,6,
R D BL BR B D,6,
R D BL BR D B,6,
R D BL' BRw' R Dw',6,
R D BL' B BR B,6,
R D BL' B BR' D',6,
R D BL' B D BRw',6,
R D BL' B' BR Dw',6,
R D B R D F,6,
R D B R D B',6,
R D B BL B BR',6,
R D B BL B Dw',6,
R D B BR D BL',6,
R D B' R F BRw,6,
R D B' R B D,6,
R D B' R Dw' D,6,
R D B' R D BR,6,
R D B' R' BRw B',6,
R D B' BRw B' BR,6,
R D B' BR B BR,6,
R D B' BR B Dw',6,
R D B' BR B' BRw',6,
R D B' Dw B BR,6,
R D B' Dw B D,6,
R D B' Dw B' R,6,
R D B' Dw B' R',6,
R D BR B R BRw',6,
R D BR B R BL,6,
R D BR B R D,6,
R D BR B R D',6,
R D BR B R' BL,6,
R D BR B R' D,6,
R D BR B R' D',6,
R D BR B BRw' D',6,
R D BR B D R,6,
R D BR B D' R,6,
R D BR B' BRw B',6,
R D BR B' Dw R,6,
R D BR D BRw' B,6,
R D BR D BL BRw,6,
R D BR D BL' BRw,6,
R D BR D B BL,6,
R D BR D B BL',6,
R D BR D B Dw',6,
R D BR D B' R,6,
R D BR D' B' BL',6,
R D BR D' B' Dw',6,
R D BR' R F' BRw',6,
R D BR' R BRw BL',6,
R D BR' R BRw B,6,
R D BR' R BRw' B,6,
R D BR' R BRw' Dw,6,
R D BR' R B BR,6,
R D BR' R B D',6,
R D BR' R Dw R,6,
R D BR' R D BL',6,
R D BR' R D' B,6,
R D BR' B R BL',6,
R D BR' B R D,6,
R D BR' B R D',6,
R D BR' B BRw' B',6,
R D BR' B D' BRw',6,
R D BR' B D' B',6,
R D BR' B' R D',6,
R D' R F BRw B,6,
R D' R F BRw B',6,
R D' R F BRw Dw',6,
R D' R F BRw D,6,
R D' R F B' BRw,6,
R D' R F' B' R,6,
R D' R B BL D,6,
R D' R B D F,6,
R D' R B D F',6,
R D' R B D B,6,
R D' R B D B',6,
R D' R B' D' R,6,
R D' R Dw' D BRw,6,
R D' R Dw' D BRw',6,
R D' R Dw' D' BRw,6,
R D' R D B BRw',6,
R D' R D B BL,6,
R D' R D B' BR',6,
R D' R D B' Dw,6,
R D' R D B' Dw',6,
R D' R D' BL B,6,
R D' R D' B BL,6,
R D' R D' B D',6,
R D' R' BRw B' BL,6,
R D' R' BRw' F B',6,
R D' R' B BL' BRw,6,
R D' F' BRw BL B,6,
R D' F' BRw B' BRw,6,
R D' F' BRw B' Dw,6,
R D' F' BRw D BRw,6,
R D' F' BRw D BL,6,
R D' F' BRw D BL',6,
R D' BRw BL B R',6,
R D' BRw BL Dw B',6,
R D' BRw BL' BRw R,6,
R D' BRw BL' B R,6,
R D' BRw BL' B R',6,
R D' BRw BL' B Dw,6,
R D' BRw BL' D' F',6,
R D' BRw BL' D' B,6,
R D' BRw BL' D' B',6,
R D' BRw B R BL,6,
R D' BRw B R BR',6,
R D' BRw B R' BL,6,
R D' BRw B R' BL',6,
R D' BRw B BRw F',6,
R D' BRw B BL BRw',6,
R D' BRw B BL' Dw,6,
R D' BRw B' BRw' BL,6,
R D' BRw B' BRw' B,6,
R D' BRw B' Dw' D,6,
R D' BRw B' D B',6,
R D' BRw BR R B,6,
R D' BRw BR R B',6,
R D' BRw BR R D',6,
R D' BRw BR R' B,6,
R D' BRw BR R' B',6,
R D' BRw BR R' Dw,6,
R D' BRw BR B' R,6,
R D' BRw BR B' R',6,
R D' BRw BR' B BR',6,
R D' BRw Dw BRw D,6,
R D' BRw Dw BRw' D',6,
R D' BRw Dw B' BRw',6,
R D' BRw Dw B' D',6,
R D' BRw Dw D F,6,
R D' BRw Dw D BRw',6,
R D' BRw Dw' D F,6,
R D' BRw Dw' D B,6,
R D' BRw Dw' D' BL,6,
R D' BRw D F R,6,
R D' BRw D F BRw,6,
R D' BRw D F B,6,
R D' BRw D BRw' Dw,6,
R D' BRw D BL' B,6,
R D' BRw D BL' B',6,
R D' BRw D BL' D,6,
R D' BRw D B Dw',6,
R D' BRw D BR B,6,
R D' BRw D' B BR,6,
R D' BRw D' B Dw,6,
R D' BRw D' B D,6,
R D' BRw' R F' B',6,
R D' BRw' R B BRw,6,
R D' BRw' R B BRw',6,
R D' BRw' R B BR',6,
R D' BRw' R B D',6,
R D' BRw' R B' BR,6,
R D' BRw' R B' BR',6,
R D' BRw' R BR' B,6,
R D' BRw' R BR' Dw,6,
R D' BRw' R Dw' R,6,
R D' BRw' R Dw' R',6,
R D' BRw' R D BL',6,
R D' BRw' R D' BRw,6,
R D' BRw' R' B BL,6,
R D' BRw' R' B BL',6,
R D' BRw' R' B Dw',6,
R D' BRw' R' Dw BRw,6,
R D' BRw' F B' R',6,
R D' BRw' F B' BRw',6,
R D' BRw' F' R' B,6,
R D' BRw' F' R' BR',6,
R D' BRw' F' B BL,6,
R D' BRw' F' B BL',6,
R D' BRw' F' D B',6,
R D' BRw' B BRw BR',6,
R D' BRw' B BR' D,6,
R D' BRw' B Dw' BRw,6,
R D' BRw' B Dw' BRw',6,
R D' BRw' B D B,6,
R D' BRw' B D' BRw',6,
R D' BRw' B' R BR,6,
R D' BRw' B' R BR',6,
R D' BRw' B' R' BR,6,
R D' BRw' B' R' Dw,6,
R D' BRw' B' R' Dw',6,
R D' BRw' B' BRw' D,6,
R D' BRw' B' BR B',6,
R D' BRw' B' BR' R',6,
R D' BRw' B' BR' D,6,
R D' BRw' B' D F',6,
R D' BRw' BR' B R,6,
R D' BRw' BR' B R',6,
R D' BRw' BR' B BRw',6,
R D' BRw' BR' Dw B',6,
R D' BRw' BR' Dw D',6,
R D' BRw' Dw B BR',6,
R D' BRw' Dw B Dw',6,
R D' BRw' Dw' BRw B,6,
R D' BRw' Dw' BRw D,6,
R D' BRw' Dw' BRw' B',6,
R D' BRw' D F' B',6,
R D' BRw' D B' BL',6,
R D' BRw' D' F' D',6,
R D' BRw' D' BRw B,6,
R D' BRw' D' BRw' BL,6,
R D' BR B R' BRw,6,
R D' BR B R' D,6,
R D' BR B Dw D,6,
R D' BR D BRw' R',6,
R D' BR D BRw' Dw',6,
R D' BR D B Dw',6,
R D' BR D' BRw' BL,6,
R D' BR D' B BRw,6,
R D' BR D' B BRw',6,
R D' BR D' B BL,6,
R D' BR D' B Dw,6,
R D' BR D' B D,6,
R D' BR D' B D',6,
R D' BR D' B' Dw,6,
R D' BR' R F' B',6,
R D' BR' R B BL,6,
R D' BR' R B BL',6,
R D' BR' R B BR',6,
R D' BR' R B' BRw',6,
R D' BR' R B' Dw',6,
R D' BR' R' BRw' B,6,
R D' BR' R' B BL,6,
R D' BR' B' R BRw,6,
R D' BR' B' R BRw',6,
R D' BR' B' R B',6,
R D' BR' B' R Dw',6,
R D' BR' B' R D,6,
R D' BR' B' R' BRw,6,
R D' BR' B' R' BR,6,
R D' BR' B' R' BR',6,
R D' BR' B' R' Dw,6,
R D' BR' B' BRw' D,6,
R' F R F BRw B',6,
R' F R F BRw' B',6,
R' F R F B D',6,
R' F R BRw' R F',6,
R' F R BRw' R BL,6,
R' F R BRw' R B,6,
R' F R BRw' R B',6,
R' F R BRw' R' BL,6,
R' F R BRw' R' B',6,
R' F R BRw' F' B',6,
R' F R BRw' BL B,6,
R' F R BRw' BL B',6,
R' F R BRw' B BRw,6,
R' F R BRw' B D,6,
R' F R BRw' B' R,6,
R' F R BRw' B' BR,6,
R' F R BRw' B' Dw,6,
R' F R BRw' B' Dw',6,
R' F R BRw' B' D',6,
R' F R B D R,6,
R' F R B D F',6,
R' F R B D BL',6,
R' F R B D B',6,
R' F R B' BRw' B,6,
R' F R Dw' B BRw',6,
R' F R' BRw F B',6,
R' F R' BRw F Dw',6,
R' F R' BRw F D',6,
R' F R' BRw F' BR,6,
R' F R' BRw B BRw,6,
R' F R' BRw B' R,6,
R' F R' BRw B' R',6,
R' F R' BRw B' Dw',6,
R' F R' BRw Dw B,6,
R' F R' BRw Dw' B',6,
R' F R' BRw' R F,6,
R' F R' BRw' R BRw',6,
R' F R' BRw' R' B',6,
R' F R' BRw' F BL,6,
R' F R' BRw' BL B,6,
R' F R' BRw' BL B',6,
R' F R' BRw' BL D,6,
R' F R' BRw' BL' Dw,6,
R' F R' BRw' B BRw,6,
R' F R' BRw' B BRw',6,
R' F R' BRw' B Dw,6,
R' F R' BRw' B Dw',6,
R' F R' BRw' B' BR',6,
R' F R' BRw' B' Dw,6,
R' F R' BRw' B' D',6,
R' F R' BRw' BR Dw,6,
R' F R' BRw' Dw B,6,
R' F R' B BRw' B',6,
R' F R' B' BRw R,6,
R' F R' B' BRw BR,6,
R' F R' B' BRw Dw',6,
R' F R' Dw' B' BL',6,
R' F BRw R' B BRw,6,
R' F BRw R' B BRw',6,
R' F BRw R' B Dw',6,
R' F BRw R' B' BRw,6,
R' F BRw R' B' BRw',6,
R' F BRw F B' R,6,
R' F BRw F B' R',6,
R' F BRw F B' BRw,6,
R' F BRw F B' BR,6,
R' F BRw F B' BR',6,
R' F BRw F B' D',6,
R' F BRw F D B,6,
R' F BRw F D B',6,
R' F BRw F' BRw B,6,
R' F BRw F' B BRw',6,
R' F BRw F' B BL',6,
R' F BRw F' B Dw',6,
R' F BRw F' B D,6,
R' F BRw F' B D',6,
R' F BRw F' B' R,6,
R' F BRw F' B' BR,6,
R' F BRw F' B' Dw',6,
R' F BRw F' B' D',6,
R' F BRw F' Dw B',6,
R' F BRw B R F,6,
R' F BRw B R F',6,
R' F BRw B R' F,6,
R' F BRw B R' BRw,6,
R' F BRw B R' BRw',6,
R' F BRw B R' D,6,
R' F BRw B BL Dw,6,
R' F BRw B BL' B',6,
R' F BRw B BL' D,6,
R' F BRw B Dw R,6,
R' F BRw B Dw R',6,
R' F BRw B Dw D,6,
R' F BRw B Dw' R',6,
R' F BRw B D R,6,
R' F BRw B D R',6,
R' F BRw B D BL,6,
R' F BRw B D B,6,
R' F BRw B D' BRw',6,
R' F BRw B' R F',6,
R' F BRw B' R BRw,6,
R' F BRw B' R B,6,
R' F BRw B' R BR',6,
R' F BRw B' R D,6,
R' F BRw B' R' F',6,
R' F BRw B' R' BRw',6,
R' F BRw B' R' B,6,
R' F BRw B' BRw R',6,
R' F BRw B' BRw BL',6,
R' F BRw B' BRw BR,6,
R' F BRw B' BL BR',6,
R' F BRw B' BL Dw,6,
R' F BRw B' BL D,6,
R' F BRw B' BR R',6,
R' F BRw B' BR B,6,
R' F BRw B' BR Dw',6,
R' F BRw B' BR' R,6,
R' F BRw B' Dw B,6,
R' F BRw B' Dw' D',6,
R' F BRw B' D BRw',6,
R' F BRw B' D' R',6,
R' F BRw B' D' BRw,6,
R' F BRw B' D' BR,6,
R' F BRw B' D' BR',6,
R' F BRw Dw B R',6,
R' F BRw Dw B' BRw,6,
R' F BRw Dw B' Dw',6,
R' F BRw Dw B' D,6,
R' F BRw Dw' B BRw',6,
R' F BRw Dw' B BL,6,
R' F BRw Dw' B Dw',6,
R' F BRw' R BL B,6,
R' F BRw' R B Dw',6,
R' F BRw' R D B,6,
R' F BRw' R D B',6,
R' F BRw' R' B R',6,
R' F BRw' R' B BL',6,
R' F BRw' R' B Dw',6,
R' F BRw' R' B' R',6,
R' F BRw' F D BL,6,
R' F BRw' F D B,6,
R' F BRw' F D' BL,6,
R' F BRw' F D' B,6,
R' F BRw' F D' B',6,
R' F BRw' F' B' Dw,6,
R' F BRw' F' D' BL',6,
R' F BRw' F' D' B',6,
R' F BRw' F' D' BR,6,
R' F BRw' F' D' BR',6,
R' F BRw' BL B BRw,6,
R' F BRw' BL B' R,6,
R' F BRw' BL B' R',6,
R' F BRw' BL B' BRw,6,
R' F BRw' BL B' BRw',6,
R' F BRw' BL B' BL,6,
R' F BRw' BL B' BL',6,
R' F BRw' BL B' BR',6,
R' F BRw' BL B' Dw,6,
R' F BRw' BL B' Dw',6,
R' F BRw' BL' B' R,6,
R' F BRw' BL' B' BRw,6,
R' F BRw' BL' B' D',6,
R' F BRw' BL' Dw B,6,
R' F BRw' BL' Dw' B,6,
R' F BRw' B R BL',6,
R' F BRw' B R BR',6,
R' F BRw' B R Dw,6,
R' F BRw' B R Dw',6,
R' F BRw' B R D,6,
R' F BRw' B R D',6,
R' F BRw' B R' BRw,6,
R' F BRw' B R' BL',6,
R' F BRw' B R' Dw',6,
R' F BRw' B BRw R',6,
R' F BRw' B BRw' F',6,
R' F BRw' B BRw' BR',6,
R' F BRw' B BL BRw,6,
R' F BRw' B BL Dw,6,
R' F BRw' B BR B,6,
R' F BRw' B Dw R,6,
R' F BRw' B Dw R',6,
R' F BRw' B Dw B,6,
R' F BRw' B Dw B',6,
R' F BRw' B Dw D',6,
R' F BRw' B D BR,6,
R' F BRw' B' BRw' F,6,
R' F BRw' B' BRw' B',6,
R' F B R' BRw R',6,
R' F B R' BRw' R',6,
R' F B R' BRw' F',6,
R' F B R' BRw' BL,6,
R' F B R' BRw' B',6,
R' F B BRw R' BRw,6,
R' F B BRw F D',6,
R' F B BRw Dw B,6,
R' F B BRw' F' D',6,
R' F B BRw' BL B',6,
R' F B BRw' BL D,6,
R' F B BRw' BL D',6,
R' F B BRw' B Dw,6,
R' F B BRw' D' BRw',6,
R' F B BL' BRw F',6,
R' F B BL' BRw BL,6,
R' F B Dw D BRw',6,
R' F B D R BRw',6,
R' F B D R BL',6,
R' F B D R B,6,
R' F B D R B',6,
R' F B D BL' B',6,
R' F B' R BRw' BL,6,
R' F B' BRw F Dw,6,
R' F B' D R B,6,
R' F B' D R BR,6,
R' BRw R BRw R BL,6,
R' BRw R BRw BL BRw',6,
R' BRw R BRw' B D,6,
R' BRw R BRw' B D',6,
R' BRw R B' BR' D',6,
R' BRw R' F BRw Dw,6,
R' BRw R' F' B' R,6,
R' BRw R' BL B R,6,
R' BRw R' BL B' D,6,
R' BRw R' BL Dw' B',6,
R' BRw R' BL' BRw D,6,
R' BRw R' BL' B' R,6,
R' BRw R' BL' B' R',6,
R' BRw R' B R BL,6,
R' BRw R' B R D,6,
R' BRw R' B R' D,6,
R' BRw R' B BL B',6,
R' BRw R' B BL D',6,
R' BRw R' B BL' BRw',6,
R' BRw R' B BR' D,6,
R' BRw R' B BR' D',6,
R' BRw R' B Dw' D',6,
R' BRw R' B D BL,6,
R' BRw R' B D' BL,6,
R' BRw R' B D' BR',6,
R' BRw R' B' R B,6,
R' BRw R' B' R Dw',6,
R' BRw R' B' R' Dw,6,
R' BRw R' B' R' Dw',6,
R' BRw R' B' BRw' F,6,
R' BRw R' B' BRw' D,6,
R' BRw R' B' BR R,6,
R' BRw R' B' Dw' BRw,6,
R' BRw R' Dw BRw' BL,6,
R' BRw R' Dw BRw' Dw,6,
R' BRw R' Dw' BRw R,6,
R' BRw R' Dw' BRw' F,6,
R' BRw R' Dw' BRw' F',6,
R' BRw R' Dw' BRw' B,6,
R' BRw R' Dw' BRw' B',6,
R' BRw R' Dw' BRw' Dw,6,
R' BRw R' Dw' B' R,6,
R' BRw R' Dw' B' R',6,
R' BRw R' Dw' B' D,6,
R' BRw R' D F BRw,6,
R' BRw R' D F BRw',6,
R' BRw R' D BRw BL',6,
R' BRw R' D' BRw BL',6,
R' BRw R' D' BRw BR,6,
R' BRw R' D' B BRw',6,
R' BRw R' D' B BL,6,
R' BRw R' D' BR B',6,
R' BRw F B' R BR,6,
R' BRw F' R' B BL',6,
R' BRw F' R' B' BR',6,
R' BRw F' R' B' Dw,6,
R' BRw F' B BL B',6,
R' BRw BL BRw BL BRw',6,
R' BRw BL BRw B BR,6,
R' BRw BL B BRw BL,6,
R' BRw BL B BRw' R',6,
R' BRw BL B BRw' BL',6,
R' BRw BL B BRw' B,6,
R' BRw BL B BRw' Dw,6,
R' BRw BL B BL D,6,
R' BRw BL B BL D',6,
R' BRw BL B D BRw',6,
R' BRw BL B' R' D',6,
R' BRw BL B' D R',6,
R' BRw BL Dw B' R',6,
R' BRw BL Dw' R B',6,
R' BRw BL Dw' B' D,6,
R' BRw BL' BRw BL' D,6,
R' BRw BL' BRw BL' D',6,
R' BRw BL' B' R' D',6,
R' BRw BL' B' D BRw,6,
R' BRw BL' B' D' B',6,
R' BRw BL' Dw BRw' B',6,
R' BRw B R BL D',6,
R' BRw B R D' BRw',6,
R' BRw B BRw' R BR,6,
R' BRw B BRw' B BL,6,
R' BRw B BRw' B Dw,6,
R' BRw B BRw' B Dw',6,
R' BRw B BRw' B' BR',6,
R' BRw B BL B BL,6,
R' BRw B BL B D',6,
R' BRw B BL B' D',6,
R' BRw B BL Dw' D,6,
R' BRw B BL D BRw,6,
R' BRw B BL D' B,6,
R' BRw B Dw D F,6,
R' BRw B Dw D BRw,6,
R' BRw B D F BL,6,
R' BRw B D F B,6,
R' BRw B D BRw BL,6,
R' BRw B D BRw' BL,6,
R' BRw B D BRw' Dw,6,
R' BRw B D BL D,6,
R' BRw B D B D,6,
R' BRw B D' BRw BR,6,
R' BRw B D' BRw BR',6,
R' BRw B D' BRw' BR',6,
R' BRw B D' BRw' Dw,6,
R' BRw B D' BL D',6,
R' BRw B' R' BRw' R',6,
R' BRw B' R' BRw' Dw,6,
R' BRw B' R' D F,6,
R' BRw B' R' D B,6,
R' BRw B' R' D' F',6,
R' BRw B' R' D' BR,6,
R' BRw B' BL Dw D',6,
R' BRw B' BR R B,6,
R' BRw B' BR R D,6,
R' BRw B' BR B' BL,6,
R' BRw B' BR D' BRw,6,
R' BRw B' BR' R D,6,
R' BRw B' BR' D' BRw,6,
R' BRw B' Dw' D' R,6,
R' BRw B' Dw' D' F',6,
R' BRw B' D R' BRw',6,
R' BRw B' D F R,6,
R' BRw B' D B' BL,6,
R' BRw B' D B' D',6,
R' BRw B' D BR B',6,
R' BRw B' D BR D,6,
R' BRw B' D' BRw Dw',6,
R' BRw B' D' B' D',6,
R' BRw B' D' BR' D,6,
R' BRw B' D' BR' D',6,
R' BRw Dw R BRw BL,6,
R' BRw Dw R BRw B',6,
R' BRw Dw R' B D',6,
R' BRw Dw R' B' Dw',6,
R' BRw Dw BRw BL BRw,6,
R' BRw Dw BRw BL D,6,
R' BRw Dw BRw B' BL',6,
R' BRw Dw BRw Dw B,6,
R' BRw Dw BRw' B' Dw',6,
R' BRw Dw BRw' B' D,6,
R' BRw Dw BRw' B' D',6,
R' BRw Dw BRw' D' F',6,
R' BRw Dw BRw' D' B,6,
R' BRw Dw B' R' BRw',6,
R' BRw Dw B' R' D,6,
R' BRw Dw' R BRw' B,6,
R' BRw Dw' R B' R,6,
R' BRw Dw' R BR R',6,
R' BRw Dw' R' BRw BL',6,
R' BRw Dw' R' B D,6,
R' BRw Dw' BRw Dw' R,6,
R' BRw Dw' BRw' B' D,6,
R' BRw Dw' BRw' B' D',6,
R' BRw Dw' BRw' D' F',6,
R' BRw Dw' BRw' D' B,6,
R' BRw Dw' D' R B,6,
R' BRw Dw' D' B BRw',6,
R' BRw D R' BRw BL',6,
R' BRw D R' B BL',6,
R' BRw D R' B' BR',6,
R' BRw D R' B' Dw,6,
