Setup,Movecount,Solution
R B' D R' BRw Dw,6,
R B' D R' BRw' Dw,6,
R B' D R' BR Dw',6,
R B' D R' Dw BRw,6,
R B' D R' Dw' BRw',6,
R B' D R' Dw' D',6,
R B' D R' D R',6,
R B' D BRw F D,6,
R B' D BRw BR R',6,
R B' D BRw Dw BRw',6,
R B' D BRw Dw D',6,
R B' D BRw D' F,6,
R B' D BRw D' F',6,
R B' D BRw D' B',6,
R B' D BRw' R' Dw,6,
R B' D BRw' BR' D,6,
R B' D BRw' Dw B,6,
R B' D BRw' Dw B',6,
R B' D BRw' Dw' BRw,6,
R B' D BRw' Dw' BRw',6,
R B' D BL' BRw' R,6,
R B' D BL' B R',6,
R B' D BL' B' BL',6,
R B' D BR B R',6,
R B' D BR B BR',6,
R B' D BR D R',6,
R B' D BR D BRw,6,
R B' D BR D BRw',6,
R B' D BR D BL,6,
R B' D BR D B,6,
R B' D BR D' R,6,
R B' D BR' R BRw,6,
R B' D BR' R Dw',6,
R B' D' R F BRw',6,
R B' D' R BR' Dw',6,
R B' D' R Dw' D',6,
R B' D' R D F',6,
R B' D' B D' BRw',6,
R B' D' B' BR' B,6,
R BR R F' B D,6,
R BR R F' B' BRw',6,
R BR R F' D B,6,
R BR R F' D B',6,
R BR R BRw R' Dw',6,
R BR R BRw BR D',6,
R BR R B R' F',6,
R BR R B R' BRw,6,
R BR R B R' BL,6,
R BR R B R' BR,6,
R BR R B R' D,6,
R BR R B D R,6,
R BR R B D R',6,
R BR R B D F',6,
R BR R B D' R,6,
R BR R B D' BR',6,
R BR R B' R Dw,6,
R BR R B' R D',6,
R BR R B' BRw F',6,
R BR R B' BRw BL,6,
R BR R B' Dw R',6,
R BR R B' D' BRw,6,
R BR R BR R B',6,
R BR R BR R' D,6,
R BR R BR B D',6,
R BR R Dw B D,6,
R BR R Dw B D',6,
R BR R Dw D' BRw,6,
R BR R Dw D' BRw',6,
R BR R Dw D' BL,6,
R BR R Dw D' B,6,
R BR R D' BRw' R',6,
R BR R D' BRw' BR,6,
R BR R D' BRw' Dw',6,
R BR R D' B R',6,
R BR R D' B BRw',6,
R BR R D' B BL,6,
R BR R D' B BL',6,
R BR R D' B Dw,6,
R BR R D' B Dw',6,
R BR R D' B D,6,
R BR R D' B D',6,
R BR R D' B' Dw,6,
R BR R D' B' Dw',6,
R BR R' BRw' R D,6,
R BR R' BRw' R D',6,
R BR R' BRw' F' B',6,
R BR R' BRw' B' BRw',6,
R BR R' BRw' Dw B',6,
R BR R' B R BRw,6,
R BR R' B R BRw',6,
R BR R' B R BL,6,
R BR R' B R BR,6,
R BR R' B R Dw,6,
R BR R' B R D',6,
R BR R' B R' F,6,
R BR R' B R' BRw,6,
R BR R' B D R',6,
R BR R' B D F,6,
R BR R' B D' BR',6,
R BR R' B' BRw F',6,
R BR R' B' Dw R,6,
R BR R' B' Dw R',6,
R BR R' B' Dw B',6,
R BR R' BR B' R,6,
R BR R' BR B' R',6,
R BR R' D BRw' R',6,
R BR R' D B BL,6,
R BR R' D B Dw,6,
R BR R' D B D,6,
R BR R' D B D',6,
R BR R' D BR' R',6,
R BR R' D' BRw R',6,
R BR R' D' B BL,6,
R BR R' D' B D,6,
R BR B R BL BRw,6,
R BR B R B R,6,
R BR B R D' B',6,
R BR B R' BRw R',6,
R BR B R' B R,6,
R BR B R' B BRw',6,
R BR B R' B BL,6,
R BR B R' D B,6,
R BR B R' D B',6,
R BR B BRw' F' B',6,
R BR B BRw' B D,6,
R BR B BRw' B D',6,
R BR B BRw' B' BRw',6,
R BR B BRw' B' BR,6,
R BR B BRw' B' D,6,
R BR B BRw' Dw B,6,
R BR B BRw' D' BL',6,
R BR B BRw' D' B,6,
R BR B D' B' D,6,
R BR B D' B' D',6,
R BR B' R BRw BL,6,
R BR B' R BRw D',6,
R BR B' R BRw' R,6,
R BR B' R BRw' BL,6,
R BR B' R BRw' BL',6,
R BR B' R D' BRw',6,
R BR B' R' Dw R',6,
R BR B' R' D' BL,6,
R BR B' BRw R' F',6,
R BR B' BRw R' B',6,
R BR B' BRw R' BR',6,
R BR B' BRw R' Dw,6,
R BR B' BRw BL B',6,
R BR B' BRw BL' BRw,6,
R BR B' BRw BR D,6,
R BR B' BRw BR D',6,
R BR B' BRw D' BRw,6,
R BR B' BRw D' BRw',6,
R BR B' BRw' R BRw',6,
R BR B' BRw' R' BRw,6,
R BR B' BRw' R' B,6,
R BR B' BRw' BL B',6,
R BR B' BRw' B BL',6,
R BR B' BRw' B Dw,6,
R BR B' BRw' B D,6,
R BR B' BRw' D' R,6,
R BR B' BRw' D' R',6,
R BR B' BRw' D' BL,6,
R BR B' BL D' B',6,
R BR B' BR D BRw',6,
R BR B' Dw R D,6,
R BR B' Dw R D',6,
R BR B' Dw R' D,6,
R BR B' Dw' D' BRw,6,
R BR B' Dw' D' BRw',6,
R BR B' D BRw' R',6,
R BR B' D BRw' BL,6,
R BR B' D BRw' B,6,
R BR B' D' R BRw,6,
R BR B' D' R BL,6,
R BR B' D' R' BRw,6,
R BR B' D' R' BL,6,
R BR B' D' R' Dw',6,
R BR B' D' BL D',6,
R BR D BRw' R' B',6,
R BR D BRw' B D',6,
R BR D BRw' Dw D',6,
R BR D BRw' Dw' D,6,
R BR D BRw' Dw' D',6,
R BR D BRw' D' F,6,
R BR D BRw' D' F',6,
R BR D BRw' D' B,6,
R BR D BL BRw' D',6,
R BR D BL' BRw B',6,
R BR D B BL B,6,
R BR D B Dw' BRw',6,
R BR D B D BRw,6,
R BR D B D' B,6,
R BR D B' R F,6,
R BR D B' R F',6,
R BR D B' R Dw',6,
R BR D B' R D',6,
R BR D B' BL B',6,
R BR D B' BR' B,6,
R BR D B' Dw R,6,
R BR D B' Dw D',6,
R BR D B' Dw' D',6,
R BR D B' D BL,6,
R BR D B' D BL',6,
R BR D B' D BR',6,
R BR D B' D' R,6,
R BR D B' D' BL,6,
R BR D B' D' B',6,
R BR D' R' Dw' B',6,
R BR D' B BRw' B,6,
R BR D' B D B',6,
R BR D' B D' B,6,
R BR D' B' BL' BRw,6,
R BR D' B' BL' BRw',6,
R BR D' B' BR' B,6,
R BR D' B' Dw D',6,
R BR D' B' D B',6,
R BR D' B' D' R,6,
R BR D' B' D' R',6,
R BR D' BR B BL,6,
R BR D' BR B D',6,
R BR D' BR B' D',6,
R BR D' BR' D R',6,
R BR' R F' B BL,6,
R BR' R F' B D',6,
R BR' R F' B' R',6,
R BR' R F' B' BRw',6,
R BR' R BRw Dw' D',6,
R BR' R BRw D R,6,
R BR' R BRw D' F,6,
R BR' R BRw D' BRw,6,
R BR' R BRw D' B,6,
R BR' R B BRw R,6,
R BR' R B BRw R',6,
R BR' R B BRw' B,6,
R BR' R B BRw' B',6,
R BR' R B BL BRw,6,
R BR' R B BL BRw',6,
R BR' R B BL BR,6,
R BR' R B BL BR',6,
R BR' R B BL' BRw',6,
R BR' R B BL' BR,6,
R BR' R B BR D,6,
R BR' R B BR' R,6,
R BR' R B BR' R',6,
R BR' R B BR' D,6,
R BR' R B BR' D',6,
R BR' R B D' F,6,
R BR' R B D' BRw,6,
R BR' R B D' BL,6,
R BR' R B D' B',6,
R BR' R B D' BR,6,
R BR' R B D' BR',6,
R BR' R B' R B,6,
R BR' R B' R B',6,
R BR' R B' R BR,6,
R BR' R B' R Dw',6,
R BR' R B' R D,6,
R BR' R B' R D',6,
R BR' R B' R' BRw',6,
R BR' R B' R' Dw,6,
R BR' R B' BRw BL,6,
R BR' R B' BRw B,6,
R BR' R B' BRw' BL,6,
R BR' R B' BRw' BL',6,
R BR' R B' BRw' B,6,
R BR' R B' BRw' Dw',6,
R BR' R B' BRw' D',6,
R BR' R B' BL Dw,6,
R BR' R B' BL D,6,
R BR' R B' BL' BRw,6,
R BR' R B' Dw' B',6,
R BR' R B' D R,6,
R BR' R B' D R',6,
R BR' R B' D BL',6,
R BR' R B' D' F,6,
R BR' R B' D' BL,6,
R BR' R B' D' B',6,
R BR' R BR D R',6,
R BR' R Dw' B R',6,
R BR' R Dw' B D',6,
R BR' R D BL D',6,
R BR' R D' R' Dw,6,
R BR' R D' B R',6,
R BR' R D' B BRw,6,
R BR' R' B BRw R,6,
R BR' R' B BRw R',6,
R BR' R' B BRw' B,6,
R BR' R' B BRw' B',6,
R BR' R' B BRw' BR',6,
R BR' R' B BR Dw,6,
R BR' R' B BR' Dw,6,
R BR' R' B BR' D,6,
R BR' R' B BR' D',6,
R BR' R' B D R,6,
R BR' R' B D F,6,
R BR' R' B D F',6,
R BR' R' B D BRw',6,
R BR' R' B D BL,6,
R BR' R' B D BL',6,
R BR' R' B D' R',6,
R BR' R' B D' B',6,
R BR' R' BR' B' R,6,
R BR' R' Dw B BRw',6,
R BR' B R BRw' B',6,
R BR' B R BR' D,6,
R BR' B R D BRw',6,
R BR' B R D' F,6,
R BR' B R D' F',6,
R BR' B R D' BRw',6,
R BR' B BRw R BRw,6,
R BR' B BRw R D,6,
R BR' B BRw R' BRw,6,
R BR' B BRw R' BR,6,
R BR' B BRw R' Dw',6,
R BR' B BRw BR' R,6,
R BR' B BRw' R D,6,
R BR' B BRw' F D,6,
R BR' B BRw' B' BL',6,
R BR' B BRw' B' Dw,6,
R BR' B BRw' BR' B,6,
R BR' B BRw' BR' B',6,
R BR' B BRw' Dw D',6,
R BR' B BRw' D' F,6,
R BR' B BRw' D' B,6,
R BR' B BRw' D' B',6,
R BR' B BL BRw B',6,
R BR' B BL BRw BR,6,
R BR' B BL BR B',6,
R BR' B BL D' BL,6,
R BR' B BR R D',6,
R BR' B BR D F,6,
R BR' B BR D BRw',6,
R BR' B BR' B R,6,
R BR' B BR' B R',6,
R BR' B BR' Dw D,6,
R BR' B BR' D F,6,
R BR' B BR' D BRw,6,
R BR' B BR' D BRw',6,
R BR' B BR' D BL,6,
R BR' B BR' D B,6,
R BR' B BR' D B',6,
R BR' B BR' D BR,6,
R BR' B BR' D BR',6,
R BR' B BR' D' F,6,
R BR' B BR' D' BL,6,
R BR' B BR' D' B',6,
R BR' B BR' D' BR,6,
R BR' B BR' D' BR',6,
R BR' B Dw BRw D',6,
R BR' B Dw B BRw,6,
R BR' B Dw B BR',6,
R BR' B Dw B D,6,
R BR' B D BRw' Dw,6,
R BR' B D B R,6,
R BR' B D B BRw,6,
R BR' B D B BRw',6,
R BR' B D B BL',6,
R BR' B D B BR,6,
R BR' B D B Dw,6,
R BR' B D' R' F,6,
R BR' B D' R' BRw,6,
R BR' B D' R' BRw',6,
R BR' B D' F BRw',6,
R BR' B D' F' B',6,
R BR' B D' F' D',6,
R BR' B D' BRw F,6,
R BR' B D' BRw BR',6,
R BR' B D' BRw Dw,6,
R BR' B D' BRw D,6,
R BR' B D' BRw D',6,
R BR' B D' BRw' BL,6,
R BR' B D' BRw' BR',6,
R BR' B D' BRw' Dw,6,
R BR' B D' BRw' D,6,
R BR' B D' B' BR',6,
R BR' B D' B' Dw',6,
R BR' B' R F BRw',6,
R BR' B' R F BL,6,
R BR' B' R F B',6,
R BR' B' R F Dw,6,
R BR' B' R F Dw',6,
R BR' B' R F D,6,
R BR' B' R F D',6,
R BR' B' R F' BRw,6,
R BR' B' R F' BL,6,
R BR' B' R F' B',6,
R BR' B' R F' Dw,6,
R BR' B' R F' D,6,
R BR' B' R BRw R,6,
R BR' B' R BRw R',6,
R BR' B' R BRw BL,6,
R BR' B' R BRw Dw,6,
R BR' B' R BRw D,6,
R BR' B' R BRw D',6,
R BR' B' R BRw' BL,6,
R BR' B' R BRw' Dw,6,
R BR' B' R BRw' Dw',6,
R BR' B' R BL BR,6,
R BR' B' R BL BR',6,
R BR' B' R BL Dw,6,
R BR' B' R BL D,6,
R BR' B' R BL D',6,
R BR' B' R BL' BRw,6,
R BR' B' R BL' D',6,
R BR' B' R B' D',6,
R BR' B' R BR D',6,
R BR' B' R BR' B',6,
R BR' B' R BR' Dw,6,
R BR' B' R Dw R,6,
R BR' B' R Dw R',6,
R BR' B' R Dw BRw',6,
R BR' B' R Dw D,6,
R BR' B' R Dw D',6,
R BR' B' R Dw' BRw,6,
R BR' B' R Dw' B',6,
R BR' B' R D BL,6,
R BR' B' R D B,6,
R BR' B' R D' R',6,
R BR' B' R D' F,6,
R BR' B' R D' F',6,
R BR' B' R D' BRw,6,
R BR' B' R D' BL,6,
R BR' B' R D' B,6,
R BR' B' R D' BR',6,
R BR' B' R' BRw BL',6,
R BR' B' R' BRw D,6,
R BR' B' R' BRw' R',6,
R BR' B' R' BRw' F,6,
R BR' B' R' BRw' F',6,
R BR' B' R' BRw' BL,6,
R BR' B' R' BRw' B,6,
R BR' B' R' BRw' B',6,
R BR' B' R' BRw' BR',6,
R BR' B' R' BRw' D',6,
R BR' B' R' BL B,6,
R BR' B' R' BL BR,6,
R BR' B' R' BL BR',6,
R BR' B' R' BL Dw,6,
R BR' B' R' BL' BR,6,
R BR' B' R' B BL,6,
R BR' B' R' B Dw,6,
R BR' B' R' B D,6,
R BR' B' R' BR R,6,
R BR' B' R' BR Dw,6,
R BR' B' R' BR' B,6,
R BR' B' R' BR' B',6,
R BR' B' R' BR' Dw,6,
R BR' B' R' BR' Dw',6,
R BR' B' R' Dw R,6,
R BR' B' R' Dw B,6,
R BR' B' R' Dw D,6,
R BR' B' R' D R',6,
R BR' B' R' D BRw',6,
R BR' B' R' D BL',6,
R BR' B' R' D B,6,
R BR' B' R' D B',6,
R BR' B' R' D' F,6,
R BR' B' R' D' BL,6,
R BR' B' R' D' BL',6,
R BR' B' BRw B' R,6,
R BR' B' BRw B' BL,6,
R BR' B' BRw B' BL',6,
R BR' B' BRw B' BR,6,
R BR' B' BRw B' D,6,
R BR' B' BRw B' D',6,
R BR' B' BRw' BL D,6,
R BR' B' BRw' Dw D,6,
R BR' B' BRw' D BR,6,
R BR' B' BRw' D' B,6,
R BR' B' BRw' D' B',6,
R BR' B' BL Dw' BRw,6,
R BR' B' BL' BRw' D,6,
R BR' B' BL' Dw B',6,
R BR' B' Dw R' B',6,
R BR' B' Dw B' R',6,
R BR' B' Dw B' BL',6,
R BR' B' Dw B' Dw,6,
R BR' B' Dw B' Dw',6,
R BR' B' Dw B' D,6,
R BR' B' Dw' BRw R,6,
R BR' B' Dw' BRw B',6,
R BR' B' Dw' BRw' F,6,
R BR' B' Dw' BRw' BL,6,
R BR' B' Dw' BRw' BL',6,
R BR' B' Dw' BRw' B,6,
R BR' B' Dw' BRw' B',6,
R BR' B' Dw' BRw' Dw,6,
R BR' B' D R' B,6,
R BR' B' D BRw' R,6,
R BR' B' D BR B,6,
R BR' B' D' R' Dw,6,
R BR' B' D' F R,6,
R BR' B' D' F R',6,
R BR' B' D' BRw BL,6,
R BR' B' D' BRw Dw,6,
R BR' B' D' BRw Dw',6,
R BR' B' D' B' BRw',6,
R BR' Dw BRw Dw' B,6,
R BR' Dw BRw D' R,6,
R BR' Dw BRw D' F,6,
R BR' Dw BRw D' B,6,
R BR' Dw BRw D' B',6,
R BR' Dw B BRw' BL,6,
R Dw BRw R F BRw,6,
R Dw BRw R F B',6,
R Dw BRw R BL B,6,
R Dw BRw R BL' BRw',6,
R Dw BRw R D' R',6,
R Dw BRw R' F' BL',6,
R Dw BRw R' F' D,6,
R Dw BRw R' F' D',6,
R Dw BRw R' BL BRw',6,
R Dw BRw R' BL B',6,
R Dw BRw R' BL D,6,
R Dw BRw R' BL' BR,6,
R Dw BRw R' BL' BR',6,
R Dw BRw R' BL' D,6,
R Dw BRw R' BL' D',6,
R Dw BRw R' B BRw,6,
R Dw BRw R' B Dw,6,
R Dw BRw R' BR D,6,
R Dw BRw R' BR' B,6,
R Dw BRw R' BR' D,6,
R Dw BRw R' BR' D',6,
R Dw BRw R' Dw R,6,
R Dw BRw R' Dw BRw',6,
R Dw BRw R' Dw B,6,
R Dw BRw R' Dw B',6,
R Dw BRw R' D' BL,6,
R Dw BRw R' D' BL',6,
R Dw BRw R' D' BR,6,
R Dw BRw R' D' BR',6,
R Dw BRw F BRw B',6,
R Dw BRw F BRw D,6,
R Dw BRw F BRw D',6,
R Dw BRw F BL' B,6,
R Dw BRw F B BRw,6,
R Dw BRw F B BL',6,
R Dw BRw F B Dw,6,
R Dw BRw F B D',6,
R Dw BRw F B' R,6,
R Dw BRw F D BRw,6,
R Dw BRw F D BR',6,
R Dw BRw F D' F,6,
R Dw BRw F D' BRw,6,
R Dw BRw F D' BRw',6,
R Dw BRw F D' BL,6,
R Dw BRw F D' BL',6,
R Dw BRw F D' B,6,
R Dw BRw F D' BR',6,
R Dw BRw F' B R,6,
R Dw BRw F' B BRw,6,
R Dw BRw F' B BRw',6,
R Dw BRw F' B D,6,
R Dw BRw F' B' R,6,
R Dw BRw F' B' BRw,6,
R Dw BRw F' B' Dw',6,
R Dw BRw F' D' BRw',6,
R Dw BRw BL BRw' B,6,
R Dw BRw BL BRw' D,6,
R Dw BRw BL B BRw',6,
R Dw BRw BL B BR,6,
R Dw BRw B R' F',6,
R Dw BRw B R' BL,6,
R Dw BRw B R' BR',6,
R Dw BRw B R' Dw',6,
R Dw BRw B R' D,6,
R Dw BRw B R' D',6,
R Dw BRw B BRw F,6,
R Dw BRw B BRw F',6,
R Dw BRw B BRw BR',6,
R Dw BRw B BRw' BR',6,
R Dw BRw B BR' Dw',6,
R Dw BRw B Dw B,6,
R Dw BRw B Dw' BRw,6,
R Dw BRw B Dw' BRw',6,
R Dw BRw B' BRw F,6,
R Dw BRw B' BRw' F',6,
R Dw BRw B' BRw' BL',6,
R Dw BRw B' BRw' D',6,
R Dw BRw B' BL BRw',6,
R Dw BRw B' BL Dw,6,
R Dw BRw B' BL' Dw',6,
R Dw BRw B' BR R,6,
R Dw BRw B' BR Dw,6,
R Dw BRw B' BR' Dw',6,
R Dw BRw B' Dw R',6,
R Dw BRw B' Dw D,6,
R Dw BRw B' Dw' BRw',6,
R Dw BRw B' Dw' D,6,
R Dw BRw B' D F',6,
R Dw BRw B' D B',6,
R Dw BRw B' D BR,6,
R Dw BRw B' D' BRw',6,
R Dw BRw B' D' BR',6,
R Dw BRw Dw' BRw F',6,
R Dw BRw Dw' BRw B,6,
R Dw BRw Dw' BRw B',6,
R Dw BRw D F B',6,
R Dw BRw D F' B',6,
R Dw BRw D B BRw',6,
R Dw BRw D B' BL,6,
R Dw BRw D B' Dw,6,
R Dw BRw D B' D,6,
R Dw BRw D' BRw F,6,
R Dw BRw D' BRw F',6,
R Dw BRw D' BRw BR',6,
R Dw BRw D' BRw' BR',6,
R Dw BRw D' BL D',6,
R Dw BRw D' BL' B',6,
R Dw BRw' R B D,6,
R Dw BRw' R B D',6,
R Dw BRw' R Dw' D,6,
R Dw BRw' R D BR,6,
R Dw BRw' R D' BRw,6,
R Dw BRw' R D' B,6,
R Dw BRw' R D' BR,6,
R Dw BRw' R' B' BRw,6,
R Dw BRw' R' B' Dw',6,
R Dw BRw' F BL' B',6,
R Dw BRw' F B R,6,
R Dw BRw' F B R',6,
R Dw BRw' F B BL,6,
R Dw BRw' F B BL',6,
R Dw BRw' F B Dw,6,
R Dw BRw' F B Dw',6,
R Dw BRw' F B D,6,
R Dw BRw' F B D',6,
R Dw BRw' F B' BRw',6,
R Dw BRw' F B' BR,6,
R Dw BRw' F B' Dw',6,
R Dw BRw' F B' D',6,
R Dw BRw' F' BL B,6,
R Dw BRw' F' B R,6,
R Dw BRw' F' B R',6,
R Dw BRw' F' B BL,6,
R Dw BRw' F' B BL',6,
R Dw BRw' F' B Dw,6,
R Dw BRw' F' B Dw',6,
R Dw BRw' F' B D',6,
R Dw BRw' F' Dw B',6,
R Dw BRw' BL B R',6,
R Dw BRw' BL B BRw',6,
R Dw BRw' BL B D,6,
R Dw BRw' BL B' R,6,
R Dw BRw' BL B' BRw,6,
R Dw BRw' BL B' BRw',6,
R Dw BRw' BL B' BL',6,
R Dw BRw' BL B' BR,6,
R Dw BRw' BL B' Dw,6,
R Dw BRw' BL' B BL,6,
R Dw BRw' BL' B BL',6,
R Dw BRw' BL' B Dw',6,
R Dw BRw' BL' B' R,6,
R Dw BRw' BL' B' BR',6,
R Dw BRw' BL' B' Dw,6,
R Dw BRw' BL' B' Dw',6,
R Dw BRw' BL' B' D,6,
R Dw BRw' B R Dw,6,
R Dw BRw' B R Dw',6,
R Dw BRw' B R D',6,
R Dw BRw' B R' F,6,
R Dw BRw' B R' F',6,
R Dw BRw' B R' BL,6,
R Dw BRw' B R' B,6,
R Dw BRw' B R' B',6,
R Dw BRw' B R' Dw',6,
R Dw BRw' B R' D,6,
R Dw BRw' B BRw BL',6,
R Dw BRw' B BRw' F,6,
R Dw BRw' B BRw' F',6,
R Dw BRw' B BRw' BL',6,
R Dw BRw' B BL Dw,6,
R Dw BRw' B BL D,6,
R Dw BRw' B BL D',6,
R Dw BRw' B BL' BR,6,
R Dw BRw' B BL' Dw,6,
R Dw BRw' B BL' Dw',6,
R Dw BRw' B BR R',6,
R Dw BRw' B Dw R,6,
R Dw BRw' B Dw R',6,
R Dw BRw' B Dw BRw,6,
R Dw BRw' B Dw B,6,
R Dw BRw' B Dw B',6,
R Dw BRw' B Dw D,6,
R Dw BRw' B Dw D',6,
R Dw BRw' B Dw' R,6,
R Dw BRw' B Dw' R',6,
R Dw BRw' B Dw' BRw',6,
R Dw BRw' B Dw' B,6,
R Dw BRw' B Dw' B',6,
R Dw BRw' B D F,6,
R Dw BRw' B D F',6,
R Dw BRw' B D BL,6,
R Dw BRw' B D B,6,
R Dw BRw' B D' R',6,
R Dw BRw' B D' BRw',6,
R Dw BRw' B D' BL,6,
R Dw BRw' B D' BL',6,
R Dw BRw' B D' BR,6,
R Dw BRw' B' R Dw',6,
R Dw BRw' B' R' Dw',6,
R Dw BRw' B' BRw BL,6,
R Dw BRw' B' BRw Dw,6,
R Dw BRw' B' BR D,6,
R Dw BRw' B' BR' B',6,
R Dw BRw' B' Dw' BRw',6,
R Dw BRw' B' Dw' D',6,
R Dw BRw' B' D R,6,
R Dw BRw' Dw B R',6,
R Dw BRw' Dw B BRw,6,
R Dw BRw' Dw B BL',6,
R Dw BRw' Dw B D,6,
R Dw BRw' Dw B' BRw,6,
R Dw BRw' Dw B' BR,6,
R Dw BRw' Dw B' Dw,6,
R Dw BRw' Dw B' Dw',6,
R Dw BRw' Dw B' D,6,
R Dw BRw' Dw B' D',6,
R Dw BRw' Dw' B' BRw',6,
R Dw BRw' Dw' B' BR,6,
R Dw B R BRw R,6,
R Dw B R B R,6,
R Dw B R B R',6,
R Dw B R D BRw,6,
R Dw B R D BRw',6,
R Dw B R D BR,6,
R Dw B R D' F',6,
R Dw B R D' BL,6,
R Dw B R D' BL',6,
R Dw B R D' BR,6,
R Dw B R D' BR',6,
R Dw B R' D F',6,
R Dw B R' D B,6,
R Dw B R' D BR,6,
R Dw B R' D' BR,6,
R Dw B BR R B,6,
R Dw B BR R D,6,
R Dw B BR B R',6,
R Dw B Dw D BR,6,
R Dw B Dw D' BL,6,
R Dw B Dw D' BR,6,
R Dw B D R F',6,
R Dw B D R B,6,
R Dw B D R B',6,
R Dw B D R BR,6,
R Dw B D R BR',6,
R Dw B D F B',6,
R Dw B D F' BR,6,
R Dw B D F' BR',6,
R Dw B D BL' BR,6,
R Dw B D B' BL,6,
R Dw B D B' BL',6,
R Dw B D BR B',6,
R Dw B D' R F,6,
R Dw B D' R BRw',6,
R Dw B D' R BL',6,
R Dw B D' R BR,6,
R Dw B D' R BR',6,
R Dw B D' R Dw,6,
R Dw B D' R Dw',6,
R Dw B D' R D,6,
R Dw B D' F R,6,
R Dw B D' F' R',6,
R Dw B D' F' BRw,6,
R Dw B D' F' BR,6,
R Dw B D' F' D',6,
R Dw B D' BR' B,6,
R Dw B' R F' Dw',6,
R Dw B' R BRw' B,6,
R Dw B' R BRw' BR',6,
R Dw B' R' BRw B,6,
R Dw B' R' B BL,6,
R Dw B' BRw BL BRw',6,
R Dw B' BRw BL B',6,
R Dw B' BRw B D',6,
R Dw B' BRw' D' F',6,
R Dw B' BRw' D' BR',6,
R Dw D F BRw BL,6,
R Dw D F BRw BL',6,
R Dw D F' BRw F,6,
R Dw D F' BRw BL',6,
R Dw D F' BRw B',6,
R Dw D F' BRw' BL',6,
R Dw D F' BRw' Dw',6,
R Dw D F' D' BRw,6,
R Dw D BRw BL B',6,
R Dw D BRw B BRw,6,
R Dw D BRw B' R',6,
R Dw D BRw D' BL',6,
R Dw D BRw' R' F,6,
R Dw D BRw' R' BR',6,
R Dw D BRw' R' Dw',6,
R Dw D BRw' F BRw',6,
R Dw D BRw' F BL',6,
R Dw D BRw' F B,6,
R Dw D BRw' F' R,6,
R Dw D BRw' F' BRw,6,
R Dw D BRw' F' BRw',6,
R Dw D BRw' F' BL,6,
R Dw D BRw' F' Dw',6,
R Dw D BRw' BL B',6,
R Dw D BRw' BL Dw',6,
R Dw D BRw' BL' B',6,
R Dw D BRw' BL' Dw',6,
R Dw D BRw' B BR,6,
R Dw D BRw' B Dw,6,
R Dw D BRw' B D,6,
R Dw D BRw' B' R',6,
R Dw D BRw' Dw' BRw',6,
R Dw D BL D' BR,6,
R Dw D BL' BRw D,6,
R Dw D BL' B' R,6,
R Dw D BL' B' BL',6,
R Dw D B BL D,6,
R Dw D B D BRw',6,
R Dw D B D BL',6,
R Dw D B D B,6,
R Dw D B D BR,6,
R Dw D B' R Dw,6,
R Dw D B' R D',6,
R Dw D B' R' BRw,6,
R Dw D B' R' BR',6,
R Dw D B' R' Dw,6,
R Dw D B' R' Dw',6,
R Dw D B' BRw' F',6,
R Dw D B' BRw' D,6,
R Dw D B' Dw' R',6,
R Dw D B' Dw' BRw,6,
R Dw D B' D' R,6,
R Dw D' R' BRw BL,6,
R Dw D' R' BRw BL',6,
R Dw D' R' BRw' F,6,
R Dw D' R' BRw' F',6,
R Dw D' R' BRw' BL,6,
R Dw D' BRw' R BR,6,
R Dw D' BRw' R Dw,6,
R Dw D' BRw' R' F,6,
R Dw D' BRw' R' F',6,
R Dw D' BRw' R' BR,6,
R Dw D' BRw' R' Dw',6,
R Dw D' BRw' F B',6,
R Dw D' BRw' F Dw,6,
R Dw D' BRw' F D,6,
R Dw D' BRw' F' R',6,
R Dw D' BRw' F' BL,6,
R Dw D' BRw' F' Dw,6,
R Dw D' BRw' B' Dw',6,
R Dw D' BRw' BR' Dw,6,
R Dw D' BRw' Dw' BRw,6,
R Dw D' BRw' D F,6,
R Dw D' BL BRw BL',6,
R Dw D' BL D F,6,
R Dw D' BL D BRw,6,
R Dw D' BL D BRw',6,
R Dw D' BL D BL',6,
R Dw D' BL D' BRw',6,
R Dw D' BL' B BR,6,
R Dw D' B BL D,6,
R Dw D' B BR' Dw,6,
R Dw D' B D F,6,
R Dw D' B D BRw',6,
R Dw D' B D BL,6,
R Dw D' B D' F,6,
R Dw D' B D' BL',6,
R Dw D' B D' BR,6,
R Dw D' B' R' BR',6,
R Dw D' B' R' Dw,6,
R Dw D' B' Dw R,6,
R Dw' R BRw BL' B,6,
R Dw' R BRw BL' B',6,
R Dw' R BRw BL' D',6,
R Dw' R BRw B R,6,
R Dw' R BRw D' F,6,
R Dw' R BRw' B BL',6,
R Dw' R BRw' B' D,6,
R Dw' R BRw' B' D',6,
R Dw' R BRw' Dw' D',6,
R Dw' R BRw' D R',6,
R Dw' R BRw' D F',6,
R Dw' R BRw' D B,6,
R Dw' R BRw' D B',6,
R Dw' R BRw' D BR',6,
R Dw' R BRw' D' R',6,
R Dw' R BRw' D' BL',6,
R Dw' R B BRw' D',6,
R Dw' R B BL B',6,
R Dw' R B BL D',6,
R Dw' R B BL' BRw',6,
R Dw' R B D BL,6,
R Dw' R B' R' D,6,
R Dw' R B' R' D',6,
R Dw' R B' Dw' D,6,
R Dw' R B' Dw' D',6,
R Dw' R B' D R',6,
